assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
GCF_034480035.2,PRJNA224116,SAMN33419672,na,na,1452353,1452353,Methanosphaera sp. ISO3-F5,strain=ISO3-F5,na,latest,Complete Genome,Major,Full,08/03/2024,ASM3448003v2,AgResearch Ltd.,GCA_034480035.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/480/035/GCF_034480035.2_ASM3448003v2,na,na,na,haploid,archaea,2680162,2680162,30.5,2,2,2,NCBI RefSeq,GCF_034480035.2-RS_2024_05_13,13/05/2024,2339,2280,50,38426731
GCF_023093535.1,PRJNA224116,SAMN27554405,na,reference genome,1453760,1453760,Halovivax limisalsi,strain=IBRC-M 10022,na,latest,Complete Genome,Major,Full,23/04/2022,ASM2309353v1,Jiangsu University,GCA_023093535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/093/535/GCF_023093535.1_ASM2309353v1,na,assembly from type material,na,haploid,archaea,3894819,3894819,67,1,1,1,NCBI RefSeq,GCF_023093535.1-RS_2024_05_06,06/05/2024,3631,3542,50,na
GCF_004799665.1,PRJNA224116,SAMN09711547,na,reference genome,1457250,1457250,Halapricum salinum,strain=CBA1105,na,latest,Complete Genome,Major,Full,18/04/2019,ASM479966v1,Wuhan University,GCA_004799665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/799/665/GCF_004799665.1_ASM479966v1,na,assembly from type material,na,haploid,archaea,3452056,3452056,63.5,1,1,1,NCBI RefSeq,GCF_004799665.1-RS_2024_03_28,28/03/2024,3477,3399,50,30975999
GCF_000730285.1,PRJNA224116,SAMN03081530,na,reference genome,1459636,1459637,Candidatus Nitrososphaera evergladensis SR1,na,SR1,latest,Complete Genome,Major,Full,17/07/2014,ASM73028v1,University of Florida,GCA_000730285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/285/GCF_000730285.1_ASM73028v1,na,na,na,haploid,archaea,2954373,2954373,50,1,1,1,NCBI RefSeq,GCF_000730285.1-RS_2024_03_28,28/03/2024,3361,3302,52,24999826
GCF_013407145.1,PRJNA224116,SAMN08535023,na,reference genome,1470066,1470066,Nitrosopumilus cobalaminigenes,strain=HCA1,na,latest,Complete Genome,Major,Full,13/07/2020,ASM1340714v1,University of Washington,GCA_013407145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/407/145/GCF_013407145.1_ASM1340714v1,na,assembly from type material,na,haploid,archaea,1563356,1563356,33,1,1,1,NCBI RefSeq,GCF_013407145.1-RS_2024_05_05,05/05/2024,1950,1896,48,na
GCF_013407185.1,PRJNA224116,SAMN08535028,na,reference genome,1470067,1470067,Nitrosopumilus ureiphilus,strain=PS0,na,latest,Complete Genome,Major,Full,13/07/2020,ASM1340718v1,University of Washington,GCA_013407185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/407/185/GCF_013407185.1_ASM1340718v1,na,assembly from type material,na,haploid,archaea,2171418,2171418,33.5,1,1,1,NCBI RefSeq,GCF_013407185.1-RS_2024_04_29,29/04/2024,2634,2571,52,na
GCF_024498195.1,PRJNA224116,SAMN29883696,na,reference genome,1487865,1487865,Halovivax cerinus,strain=IBRC-M 10256,na,latest,Complete Genome,Major,Full,01/08/2022,ASM2449819v1,Jiangsu University,GCA_024498195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/498/195/GCF_024498195.1_ASM2449819v1,na,assembly from type material,na,haploid,archaea,3902757,3902757,65,1,1,1,NCBI RefSeq,GCF_024498195.1-RS_2024_05_06,06/05/2024,3697,3602,50,na
GCF_000769655.1,PRJNA224116,SAMN02838508,na,reference genome,1505907,1505907,Thermococcus eurythermalis,strain=A501,na,latest,Complete Genome,Major,Full,28/10/2014,ASM76965v1,Laboratory of Marine Oceanography,GCA_000769655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/769/655/GCF_000769655.1_ASM76965v1,na,assembly from type material,na,haploid,archaea,2126164,2126164,53.5,2,2,2,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/12/2023,2334,2250,52,25288278
GCF_026410925.1,PRJNA224116,SAMN31779816,na,reference genome,1510225,1510225,Halovenus salina,strain=JCM 30072,na,latest,Complete Genome,Major,Full,27/11/2022,ASM2641092v1,Jiangsu University,GCA_026410925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/410/925/GCF_026410925.1_ASM2641092v1,na,assembly from type material,na,haploid,archaea,3769933,3769933,60,4,4,4,NCBI RefSeq,GCF_026410925.1-RS_2024_07_29,29/07/2024,3789,3605,55,na
GCF_024228675.1,PRJNA224116,SAMN29427989,na,reference genome,1515595,1515595,Salinigranum marinum,strain=ZS-10,na,latest,Complete Genome,Major,Full,13/07/2022,ASM2422867v1,Jiangsu University,GCA_024228675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/228/675/GCF_024228675.1_ASM2422867v1,na,assembly from type material,na,haploid,archaea,4906407,4906407,66,4,4,4,NCBI RefSeq,GCF_024228675.1-RS_2024_05_06,06/05/2024,4862,4672,62,na
GCF_013343295.1,PRJNA224116,SAMN13893344,na,reference genome,1532350,1532350,Metallosphaera tengchongensis,strain=Ric-A,na,latest,Complete Genome,Major,Full,15/06/2020,ASM1334329v1,Institute of microbiology,GCA_013343295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/343/295/GCF_013343295.1_ASM1334329v1,na,assembly from type material,na,haploid,archaea,2176897,2176897,45,1,1,1,NCBI RefSeq,GCF_013343295.1-RS_2024_05_05,05/05/2024,2311,2229,52,na
GCF_003342675.1,PRJNA224116,SAMN09684735,na,reference genome,1547898,1547898,Haloplanus rubicundus,strain=CBA1112,na,latest,Complete Genome,Major,Full,26/07/2018,ASM334267v1,World Institute of Kimchi,GCA_003342675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/675/GCF_003342675.1_ASM334267v1,na,assembly from type material,na,haploid,archaea,3773640,3773640,66,3,3,3,NCBI RefSeq,GCF_003342675.1-RS_2024_05_06,06/05/2024,3948,3824,59,na
GCF_000993805.1,PRJNA224116,SAMN03083278,na,reference genome,1550241,1550241,Infirmifilum uzonense,strain=1807-2,na,latest,Complete Genome,Major,Full,07/05/2015,ASM99380v1,Immanuel Kant Baltic Federal University,GCA_000993805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/993/805/GCF_000993805.1_ASM99380v1,na,assembly from type material,na,haploid,archaea,1611988,1611988,48,1,1,1,NCBI RefSeq,GCF_000993805.1-RS_2024_06_23,23/06/2024,1765,1701,51,26664700
GCF_022869805.1,PRJNA224116,SAMN27190933,na,reference genome,1552990,1552990,Halosolutus halophilus,strain=LT55,na,latest,Complete Genome,Major,Full,11/04/2022,ASM2286980v1,Jiangsu University,GCA_022869805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/869/805/GCF_022869805.1_ASM2286980v1,na,assembly from type material,na,haploid,archaea,5058678,5058678,64,1,1,1,NCBI RefSeq,GCF_022869805.1-RS_2024_05_12,12/05/2024,5046,4852,58,na
GCF_003431325.1,PRJNA224116,SAMN03173949,na,na,1577685,1577685,Acidilobus sp. 7A,strain=7A,na,latest,Complete Genome,Major,Full,04/02/2016,ASM343132v1,Oak Ridge National Laboratory,GCA_003431325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/431/325/GCF_003431325.1_ASM343132v1,na,na,na,haploid,archaea,1539049,1539049,58,1,1,1,NCBI RefSeq,GCF_003431325.1-RS_2024_05_03,03/05/2024,1591,1515,51,27378076
GCF_000800805.1,PRJNA224116,SAMN03224143,na,reference genome,1577791,1577791,Candidatus Methanoplasma termitum,strain=MpT1,na,latest,Complete Genome,Major,Full,11/12/2014,ASM80080v1,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",GCA_000800805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/805/GCF_000800805.1_ASM80080v1,na,assembly from type material,na,haploid,archaea,1488669,1488669,49,1,1,1,NCBI RefSeq,GCF_000800805.1-RS_2024_03_31,31/03/2024,1456,1401,51,25501486
GCF_041431065.1,PRJNA224116,SAMN41381679,na,na,1580092,1580092,Nitrosopumilus adriaticus,strain=CCS1,na,latest,Chromosome,Major,Full,24/08/2024,ASM4143106v1,"Department of Ecology, Evolution, and Marine Biology, UC Santa Barbara",GCA_041431065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/431/065/GCF_041431065.1_ASM4143106v1,na,na,na,haploid,archaea,1782313,1781828,33.5,1,1,1,NCBI RefSeq,GCF_041431065.1-RS_2024_08_23,23/08/2024,2190,2137,48,na
GCF_000875775.1,PRJNA224116,SAMN03257648,na,reference genome,1582439,1582439,Nitrosopumilus piranensis,strain=D3C,na,latest,Complete Genome,Major,Full,13/02/2015,ASM87577v1,University of Vienna,GCA_000875775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/775/GCF_000875775.1_ASM87577v1,na,assembly from type material,na,haploid,archaea,1713078,1713078,34,1,1,1,NCBI RefSeq,GCF_000875775.1-RS_2024_04_29,29/04/2024,2161,2110,48,26528837;30938665
GCF_023008545.1,PRJNA224116,SAMN27400904,na,reference genome,1586232,1586232,Natribaculum luteum,strain=IBRC-M 10912,na,latest,Complete Genome,Major,Full,16/04/2022,ASM2300854v1,Jiangsu University,GCA_023008545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/008/545/GCF_023008545.1_ASM2300854v1,na,assembly from type material,na,haploid,archaea,4611642,4611642,63,3,3,3,NCBI RefSeq,GCF_023008545.1-RS_2024_05_12,12/05/2024,4649,4393,68,na
GCF_020217425.1,PRJNA224116,SAMN21591356,na,reference genome,1586233,1586233,Halomicrobium urmianum,strain=IBRC-M: 10911,na,latest,Complete Genome,Major,Full,03/10/2021,ASM2021742v1,Jiangsu University,GCA_020217425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/217/425/GCF_020217425.1_ASM2021742v1,na,assembly from type material,na,haploid,archaea,4254704,4254704,67.5,6,6,6,NCBI RefSeq,GCF_020217425.1-RS_2024_09_02,02/09/2024,4307,4142,65,na
GCF_000827835.1,PRJNA224116,SAMN03278120,na,na,1592728,1592728,Haloarcula sp. CBA1115,strain=CBA1115,CBA1115,latest,Complete Genome,Major,Full,23/01/2015,ASM82783v1,Kyung Hee University,GCA_000827835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/835/GCF_000827835.1_ASM82783v1,na,na,na,haploid,archaea,4225046,4225046,62,6,6,6,NCBI RefSeq,GCF_000827835.1-RS_2024_08_13,13/08/2024,4273,4094,60,na
GCF_000955905.1,PRJNA224116,SAMN03286947,na,reference genome,1603555,1603555,Candidatus Nitrosotenuis cloacae,strain=SAT1,na,latest,Complete Genome,Major,Full,20/04/2015,ASM95590v3,Tsinghua University,GCA_000955905.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/905/GCF_000955905.1_ASM95590v3,na,na,na,haploid,archaea,1620156,1620156,41,1,1,1,NCBI RefSeq,GCF_000955905.1-RS_2024_03_31,31/03/2024,1924,1871,51,27030530
GCF_001305655.1,PRJNA224116,SAMN03701450,na,na,1604004,1604004,Halanaeroarchaeum sulfurireducens,strain=M27-SA2,na,latest,Complete Genome,Major,Full,02/10/2015,ASM130565v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCA_001305655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/655/GCF_001305655.1_ASM130565v1,na,na,na,haploid,archaea,2253500,2253500,63,2,2,2,NCBI RefSeq,GCF_001305655.1-RS_2024_04_26,26/04/2024,2334,2252,52,na
GCF_001577775.1,PRJNA224116,SAMN03323778,na,reference genome,1609559,1609559,Pyrococcus kukulkanii,strain=NCB100,na,latest,Complete Genome,Major,Full,29/02/2016,ASM157777v1,Ecole Normale Superieure de Lyon,GCA_001577775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/775/GCF_001577775.1_ASM157777v1,na,assembly from type material,na,haploid,archaea,1977126,1977126,44.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/03/2024,2265,2164,66,27189596
GCF_001548675.1,PRJNA224116,SAMN03295748,na,na,1609968,1609968,Methanobrevibacter sp. YE315,strain=YE315,na,latest,Complete Genome,Major,Full,04/02/2016,ASM154867v1,Queensland Government,GCA_001548675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/675/GCF_001548675.1_ASM154867v1,na,na,na,haploid,archaea,2273296,2273296,34,1,1,1,NCBI RefSeq,GCF_001548675.1-RS_2024_08_14,14/08/2024,2129,2082,42,na
GCF_003967175.1,PRJNA224116,SAMD00112272,na,na,1670455,1670455,Sulfodiicoccus acidiphilus,strain=HS-1,na,latest,Complete Genome,Major,Full,01/08/2018,Sacidi_1.0,"Laboratory of Extremophiles, Environmental Engineering for Symbiosis, Graduate school Soka University",GCA_003967175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/175/GCF_003967175.1_Sacidi_1.0,na,assembly from type material,na,haploid,archaea,2353189,2353189,51,1,1,1,NCBI RefSeq,GCF_003967175.1-RS_2024_03_28,28/03/2024,2433,2230,51,31331368
GCF_900083515.1,PRJNA224116,SAMEA3719625,na,reference genome,1673428,1673428,Cuniculiplasma divulgatum,strain=S5(T) (=JCM 30642; =VKM B-2941),na,latest,Complete Genome,Major,Full,13/12/2016,ASM90008351v1,Immanuel Kant Baltic Federal University,GCA_900083515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/515/GCF_900083515.1_ASM90008351v1,na,assembly from type material,na,haploid,archaea,1938699,1938699,37.5,1,1,1,NCBI RefSeq,GCF_900083515.1-RS_2024_04_05,05/04/2024,1975,1913,51,na
GCF_902813195.1,PRJNA224116,SAMEA6608162,na,na,1674923,1674923,Thermococcus sp. 2319x1,strain=Essen,na,latest,Complete Genome,Major,Full,07/05/2020,Essen,CEBITEC,GCA_902813195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/813/195/GCF_902813195.1_Essen,na,na,na,haploid,archaea,1989851,1989851,44.5,1,1,1,NCBI RefSeq,GCF_902813195.1-RS_2024_08_15,15/08/2024,2262,2132,53,na
GCF_003058365.1,PRJNA224116,SAMN08826612,na,reference genome,1679096,1679096,Halococcoides cellulosivorans,strain=HArcel1T,na,latest,Complete Genome,Major,Full,21/04/2018,ASM305836v1,Immanuel Kant Baltic Federal University,GCA_003058365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/365/GCF_003058365.1_ASM305836v1,na,assembly from type material,na,haploid,archaea,2723120,2723120,65.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),17/01/2024,2692,2604,69,na
GCF_013402815.2,PRJNA224116,SAMN15423737,na,reference genome,1699371,1699371,Natrinema halophilum,strain=YPL8,na,latest,Complete Genome,Major,Full,19/10/2021,ASM1340281v2,Jiangsu University,GCA_013402815.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/815/GCF_013402815.2_ASM1340281v2,na,assembly from type material,na,haploid,archaea,4842193,4842193,60,3,3,3,NCBI RefSeq,GCF_013402815.2-RS_2024_05_06,06/05/2024,4702,4492,57,na
GCF_020886315.1,PRJNA224116,SAMD00413002,na,reference genome,1702097,1702097,Saccharolobus caldissimus,strain=JCM 32116,na,latest,Complete Genome,Major,Full,05/11/2021,ASM2088631v1,"Laboratory of Extremophiles, Department of Science and Engineering for Sustainable Innovation, Faculty of Science and Engineering, Soka University",GCA_020886315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/315/GCF_020886315.1_ASM2088631v1,na,assembly from type material,na,haploid,archaea,3075795,3075795,33,1,1,1,NCBI RefSeq,GCF_020886315.1-RS_2024_05_11,11/05/2024,3353,3146,51,na
GCF_024227995.1,PRJNA224116,SAMN29438988,na,reference genome,1702103,1702103,Halomicrococcus gelatinilyticus,strain=GSLN9,na,latest,Complete Genome,Major,Full,13/07/2022,ASM2422799v1,Jiangsu University,GCA_024227995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/227/995/GCF_024227995.1_ASM2422799v1,na,assembly from type material,na,haploid,archaea,3721977,3721977,68,4,4,4,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),25/01/2024,3841,3764,56,na
GCF_013456555.2,PRJNA224116,SAMN15423708,na,reference genome,1710539,1710539,Natrinema zhouii,strain=YPL30,na,latest,Complete Genome,Major,Full,19/10/2021,ASM1345655v2,Jiangsu University,GCA_013456555.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/456/555/GCF_013456555.2_ASM1345655v2,na,assembly from type material,na,haploid,archaea,5336312,5336312,61.5,5,5,5,NCBI RefSeq,GCF_013456555.2-RS_2024_05_12,12/05/2024,5348,5017,63,na
GCF_013391105.1,PRJNA224116,SAMN15354321,na,reference genome,1710540,1710540,Natronomonas salina,strain=YPL13,na,latest,Complete Genome,Major,Full,07/07/2020,ASM1339110v1,Jiangsu University,GCA_013391105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/391/105/GCF_013391105.1_ASM1339110v1,na,assembly from type material,na,haploid,archaea,3746575,3746575,67.5,1,1,1,NCBI RefSeq,GCF_013391105.1-RS_2024_05_05,05/05/2024,3946,3864,50,na
GCF_001647085.1,PRJNA224116,SAMN04915575,na,reference genome,1712654,1712654,Thermococcus piezophilus,strain=CDGS,na,latest,Complete Genome,Major,Full,18/05/2016,ASM164708v1,Institut National des Sciences Appliquees de Lyon,GCA_001647085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/085/GCF_001647085.1_ASM164708v1,na,assembly from type material,na,haploid,archaea,1928800,1928800,51,1,1,1,NCBI RefSeq,GCF_001647085.1-RS_2024_06_16,16/06/2024,2282,2111,52,27417831
GCF_001304615.2,PRJNA224116,SAMN04074913,na,reference genome,1715806,1715806,Methanosarcina flavescens,strain=E03.2,na,latest,Complete Genome,Major,Full,16/10/2018,ASM130461v2,BioPara,GCA_001304615.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/304/615/GCF_001304615.2_ASM130461v2,na,assembly from type material,na,haploid,archaea,3283688,3283688,41.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),21/11/2023,2892,2784,63,26763977
GCF_029633965.1,PRJNA224116,SAMN24966983,na,na,1789226,1789226,Methanogenium sp. S4BF,strain=S4BF,na,latest,Complete Genome,Major,Full,10/04/2023,ASM2963396v1,National Chung Hsing University,GCA_029633965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/633/965/GCF_029633965.1_ASM2963396v1,na,na,na,haploid,archaea,2513916,2513916,52,1,1,1,NCBI RefSeq,GCF_029633965.1-RS_2024_05_27,27/05/2024,2394,2321,64,na
GCF_003268005.1,PRJNA224116,SAMN04445725,na,na,1789762,1789762,Methanosphaera sp. BMS,strain=BMS,na,latest,Complete Genome,Major,Full,26/06/2018,ASM326800v1,University of Queensland,GCA_003268005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/268/005/GCF_003268005.1_ASM326800v1,na,na,na,haploid,archaea,2868093,2868093,33,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/03/2024,2255,2198,46,na
GCF_900696045.1,PRJNA224116,SAMEA5366454,na,na,1798806,1798806,Candidatus Nitrosocosmicus franklandus,na,NFRAN1,latest,Complete Genome,Major,Full,25/03/2019,Nitrosocosmicus franklandus C13,"UNIVERSITY OF EAST ANGLIA, UK",GCA_900696045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/696/045/GCF_900696045.1_Nitrosocosmicus_franklandus_C13,na,na,na,haploid,archaea,2836447,2836447,34,1,1,1,NCBI RefSeq,GCF_900696045.1-RS_2024_03_31,31/03/2024,2778,2717,51,na
GCF_009762275.1,PRJNA224116,SAMN10524788,na,reference genome,1816183,1816183,Haloplanus rallus,strain=MBLA0036,na,latest,Complete Genome,Major,Full,18/12/2019,ASM976227v1,Korea Food Research Institute,GCA_009762275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/275/GCF_009762275.1_ASM976227v1,na,assembly from type material,na,haploid,archaea,3560302,3560302,66.5,2,2,2,NCBI RefSeq,GCF_009762275.1-RS_2024_05_06,06/05/2024,3706,3580,56,na
GCF_001870125.1,PRJNA224116,SAMN04606696,na,na,1826872,1826872,Candidatus Nitrosocosmicus hydrocola,strain=G61,na,latest,Complete Genome,Major,Full,07/11/2016,ASM187012v1,University of Waterloo,GCA_001870125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/125/GCF_001870125.1_ASM187012v1,na,na,na,haploid,archaea,2989777,2989777,34,1,1,1,NCBI RefSeq,GCF_001870125.1-RS_2024_06_16,16/06/2024,3065,3003,51,28195581
GCF_002787055.1,PRJNA224116,SAMN07637255,na,reference genome,1846278,1846278,Candidatus Nitrosotenuis aquarius,strain=AQ6F,na,latest,Complete Genome,Major,Full,20/11/2017,ASM278705v1,University of Waterloo,GCA_002787055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/787/055/GCF_002787055.1_ASM278705v1,na,na,na,haploid,archaea,1697207,1697207,42,1,1,1,NCBI RefSeq,GCF_002787055.1-RS_2024_03_31,31/03/2024,2042,1989,50,na
GCF_003721175.2,PRJNA224116,SAMN10386251,na,na,1853682,1853682,Halarchaeum sp. CBA1220,strain=CBA1220,na,latest,Complete Genome,Major,Full,02/07/2020,ASM372117v2,World Institute of Kimchi,GCA_003721175.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/721/175/GCF_003721175.2_ASM372117v2,na,na,na,haploid,archaea,3175875,3175875,68,6,6,6,NCBI RefSeq,GCF_003721175.2-RS_2024_08_16,16/08/2024,3243,3162,57,na
GCF_002025255.2,PRJNA224116,SAMN06480072,na,na,1853690,1853690,Halolamina sp. CBA1230,strain=CBA1230,na,latest,Complete Genome,Major,Full,24/06/2020,ASM202525v2,Korea Basic Science Institute,GCA_002025255.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/255/GCF_002025255.2_ASM202525v2,na,na,na,haploid,archaea,3465332,3465332,67,4,4,4,NCBI RefSeq,GCF_002025255.2-RS_2024_05_06,06/05/2024,3646,3504,54,na
GCF_003721435.2,PRJNA224116,SAMN10386377,na,na,1853699,1853699,Halorubrum sp. CBA1229,strain=CBA1229,na,latest,Complete Genome,Major,Full,24/06/2020,ASM372143v2,World Institute of Kimchi,GCA_003721435.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/721/435/GCF_003721435.2_ASM372143v2,na,na,na,haploid,archaea,3582278,3582278,67.5,2,2,2,NCBI RefSeq,GCF_003721435.2-RS_2024_05_06,06/05/2024,3640,3532,65,na
GCF_031201125.1,PRJNA224116,SAMN37179808,na,na,1872114,1872114,Acidiplasma sp.,na,BR_02,latest,Complete Genome,Major,Full,06/09/2023,ASM3120112v1,Research Center of Biotechnology,GCA_031201125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/201/125/GCF_031201125.1_ASM3120112v1,derived from metagenome,na,na,haploid,archaea,1718531,1718531,34,1,1,1,NCBI RefSeq,GCF_031201125.1-RS_2024_09_23,23/09/2024,1817,1746,51,na
GCF_001886955.1,PRJNA224116,SAMN05363636,na,reference genome,1873524,1873524,Halodesulfurarchaeum formicicum,strain=HSR6,na,latest,Complete Genome,Major,Full,28/11/2016,ASM188695v1,Immanuel Kant Baltic Federal University,GCA_001886955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/955/GCF_001886955.1_ASM188695v1,na,assembly from type material,na,haploid,archaea,2085946,2085946,63.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),04/03/2024,2191,2127,51,28106880
GCF_013340765.1,PRJNA224116,SAMD00056253,na,reference genome,1874277,1874277,Conexivisphaera calida,strain=NAS-02,na,latest,Complete Genome,Major,Full,09/05/2019,NAS2_1.0,Japan Collection of Microorganisms,GCA_013340765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/340/765/GCF_013340765.1_NAS2_1.0,na,assembly from type material,na,haploid,archaea,1593902,1593902,62,1,1,1,NCBI RefSeq,GCF_013340765.1-RS_2024_03_28,28/03/2024,1662,1607,51,31171857
